Abreviation,66,"Ancient authors, in French, with links to French translations:",,
,,,,
,1,AMMIANUS MARCELLINUS (330 - 400 AD),,
"Ammian, Hist",,Histoire de Rome,,
,,http://agoraclass.fltr.ucl.ac.be/concordances/intro.htm#amm ,,
,2,ANONYMOUS (1st or 2nd century BC),,
"Hannon, Peripl",,Périple d’Hannon en Afrique de l’Ouest,,
,,http://www.cosmovisions.com/PeripleHannon.htm ,,
,3,ANONYMOUS (middle of 1st century AD),,
"Anonym,  Mer Erythr",,Periplus Maris Erythraei - Périple en Mer Erythrée (Red Sea),,
,,http://remacle.org/bloodwolf/erudits/anonyme/periple2.htm ,,
,4,ANONYMOUS (around 2nd century AD),,
Stadiasmus,,Stadiasmus Maris Magni,,
,,http://gallica.bnf.fr/ark:/12148/bpt6k28215w.r=.langFR ,,
,5,ANONYMOUS (1st to 3rd century AD),,
"Bible, ""Livre""",,The Bible,,
,,http://www.lds.org/scriptures/bible?lang=eng ,,
,6,"ANONYMOUS (perhaps dated between the 5th and 6th century AD, after Pascal Arnaud, Genoa, 2004)",,
"Antonine, Itin Mar",,Itinerarium Maritimum - Itinéraire Maritime,,
,,http://www.romaeterna.org/antichi/itinerario/index.html ,,
"Antipater, Epigram",7,ANTIPATER of THESSALONICA (1st century BC),,
,,Epitaphs (VII in Greek Anthology),,
,,http://remacle.org/bloodwolf/erudits/Anthologie/index.htm,,
,8,Sidonius APOLLINARIS (430 – 486 AD),,
"Apollinaris, Poésie ",,Poésies,,
,,http://remacle.org/bloodwolf/historiens/sidoine/index.htm ,,
,9,APOLLODORUS of ATHENS (2nd century BC),,
"Apollodorus, Bibliothèque",,Bibliothèque,,
,,http://remacle.org/bloodwolf/erudits/apollodorebiblio/table.htm ,,
,10,APOLLONIUS of RHODES (295 - 215 BC),,
"Apollonius, Argonautica",,Les Argonautiques en Méditerranée en Mer Noire,,
,,http://remacle.org/bloodwolf/poetes/falc/apollonius/vie.htm ,,
,11,APPIAN of ALEXANDRIA (ca. 95 - 165 AD),,
"Appian, Guerres civiles",,Histoire des Guerres Civiles de la République Romaine,,
,,http://remacle.org/bloodwolf/historiens/appien/index.htm ,,
"Appian, ""Ibérique"" etc.",,"Ibérique, Mithridatique, Hannibalique et Libyca",,
,,http://remacle.org/bloodwolf/historiens/appien/index.htm ,,
,12,APULEIUS (ca. 125 - 170 AD),,
"Apuleius, Ane d’Or",,L’âne d’or or les Métamorphoses ,,
,,http://remacle.org/bloodwolf/apulee/table.htm ,,
,13,ARRIAN of NICOMEDIA (86 - ca. 160 AD),,
"Arrian, Alexander",,Expéditions d’Alexandre,,
,,http://remacle.org/bloodwolf/historiens/arrien/un.htm ,,
"Arrian, Peripl",,Périple de la Mer Noire,,
,,http://remacle.org/bloodwolf/historiens/arrien/periple.htm ,,
"Arrian, Indica",,Périple de l'Océan Indien et de la Mer Noire,,
,,http://gallica.bnf.fr/ark:/12148/bpt6k28215w.r=.langFR ,,
,,http://www.fordham.edu/halsall/ancient/arrian-bookVIII-India.asp,,
,14,ATHENAEUS of NAUCRATIS (ca. 200 AD),,
"Athenaeus, Banquet des Savants",,Deipnosophistes or Le Banquet des Savants,,
,,http://remacle.org/bloodwolf/erudits/athenee/index.htm ,,
,15,AUSONIUS (310 - 395 AD),,
"Ausonius, Ordo Urbium",,Ordo Urbium,,
,,http://remacle.org/bloodwolf/historiens/ausone/ordre.htm ,,
,16,AVIENUS (4th century AD),,
"Avienus, Ora Maritima",,Les Régions Maritimes (Ora Maritima),,
,,http://remacle.org/bloodwolf/erudits/avienus/maritimes.htm ,,
,17,CASSIODORUS (485 - 580 AD),,
"Cassiodore, De l’Âme",,De l’Âme,,
,,http://remacle.org/bloodwolf/philosophes/cassiodore/ame.htm ,,
,18,Julius CAESAR (100 - 44 BC),,
"Caesar, Guerre civile",,La Guerre Civile,,
,,http://bcs.fltr.ucl.ac.be/CAES/BCI.html ,,
"Caesar, Guerre des Gaules",,La Guerre des Gaules,,
,,http://bcs.fltr.ucl.ac.be/CAES/BGI.html ,,
"Caesar, Guerre d'Alexandrie",,La Guerre d’Alexandrie ,,
,,http://bcs.fltr.ucl.ac.be/CAES/BA.html ,,
"Caesar, Guerre d'Afrique",,La Guerre d’Alexandrie ,,
,,http://bcs.fltr.ucl.ac.be/CAES/BAFR1-48.html ,,
,19,DEMOSTHENES (384 - 322 BC),,
"Demosthenes, Apollodore/Polyclès",,Apollodore contre Polyclès,,
,,http://remacle.org/bloodwolf/orateurs/demosthene/polycles.htm ,,
"Demosthenes, Androclès/Lacrite",,Androclès contre Lacrite,,
,,http://remacle.org/bloodwolf/orateurs/demosthene/androcles.htm ,,
"Demosthenes, Ctesippos/Leptine",,Ctesippos contre Leptine,,
,,http://remacle.org/bloodwolf/orateurs/demosthene/leptine.htm ,,
,20,DIONYSIUS of HALICARNASSUS (ca. 60 av J-C. - 8 AD),,
"Dionysius, Antiquités",,Antiquités Romaines,,
,,http://remacle.org/bloodwolf/historiens/denys/index.htm ,,
,21,DIONYSIUS PERIEGETES (around 1st century AD),,
"Dionysius Periegetes, Périégèse",,La Périégèse,,
,,http://gallica.bnf.fr/ark:/12148/bpt6k28215w.r=.langFR ,,
,22,DIODORUS of SICILY (1st century BC),,
"Diodorus, Hist",,Histoire Universelle,,
,,http://remacle.org/bloodwolf/historiens/diodore/index.htm ,,
,23,DIO CASSIUS (ca. 155 - 235 AD),,
"Dio Cassius, Hist",,Histoire Romaine,,
,,http://remacle.org/bloodwolf/historiens/Dion/table.htm ,,
,24,Valerius FLACCUS (around 90 AD),,
"Flaccus, Argonautiques",,Les Argonautiques en Méditerranée et Mer Noire,,
,,http://agoraclass.fltr.ucl.ac.be/concordances/intro.htm#val ,,
,25,Josephus FLAVIUS (37-100 AD),,
"Josephus Flavius, Guerre",,Guerre des Juifs,,
,,http://remacle.org/bloodwolf/historiens/Flajose/intro.htm#GUERRE_ ,,
"Josephus Flavius, Antiquités",,Antiquités Judaïques,,
,,http://remacle.org/bloodwolf/historiens/Flajose/intro.htm#JUDA0 ,,
"Josephus Flavius, Vie",,Vie,,
,,http://remacle.org/bloodwolf/historiens/Flajose/vie.htm,,
,26,HERODOTUS (ca. 485 - 425 BC),,
"Herodotus, Hist",,Histoire ,,
,,http://remacle.org/bloodwolf/historiens/herodote/index.htm ,,
,27,HOMER (8th century BC),,
"Homer, Iliad",,Iliade,,
,,http://remacle.org/bloodwolf/poetes/homere/table.htm,,
"Homer, Odyssey",,Odyssée,,
,,http://remacle.org/bloodwolf/poetes/homere/table.htm ,,
,28,JUVENAL (ca. 50 - 128 AD) ,,
"Juvenal, Satires",,Satires,,
,,http://remacle.org/bloodwolf/satire/juvenal/satire1a.htm ,,
,29,LUC the EVANGELIST (said St LUC) (1st century AD),,
"Luc, Actes",,Actes des Apôtres,,
,,http://www.info-bible.org/lsg/44.Actes.html ,,
,30,LUCAN (39 - 65 AD),,
"Lucan, Pharsale",,La Pharsale,,
,,http://remacle.org/bloodwolf/historiens/lucain/intro.htm ,,
,31,MARCIAN of HERACLEA (5th century AD),,
"Marcian, Peripl",,Periplus Maris Exteri,,
,,http://gallica.bnf.fr/ark:/12148/bpt6k28215w.r=.langFR ,,
,32,Pomponius MELA (1st century AD),,
"Mela, Geogr",,Géographie,,
,,http://remacle.org/bloodwolf/erudits/mela/table.htm ,,
,33,Cornelius NEPOS (100 – 25 BC),,
"Nepos, ""name""",,Vie des Grands Hommes,,
,,http://agoraclass.fltr.ucl.ac.be/concordances/intro.htm#Cornelius ,,
,34,OVID (43 BC - 17 AD),,
"Ovid, Métamorphoses",,Les Métamorphoses,,
,,http://bcs.fltr.ucl.ac.be/META/01.htm ,,
"Ovid, Tristes",,Les Tristes,,
,,http://remacle.org/bloodwolf/poetes/Ovide/tristes.htm,,
,35,PAUSANIAS (115 – 180 AD),,
"Pausanias, Grèce",,Description de la Grèce,,
,,http://remacle.org/bloodwolf/erudits/pausanias/table.htm ,,
,36,PHILO of ALEXANDRIA (12 BC – 54 AD),,
"Philo, In Flaccum",,In Flaccum ,,
,,http://remacle.org/bloodwolf/philosophes/philon/flaccus.htm ,,
"Philo, Legatio",,Legatio ad Caium,,
,,http://remacle.org/bloodwolf/philosophes/philon/caius.htm ,,
,37,PLATO (427 – 348 BC),,
"Plato, Timée",,Timée,,
,,http://remacle.org/bloodwolf/philosophes/platon/cousin/timee.htm ,,
"Plato, Critias",,Critias,,
,,http://remacle.org/bloodwolf/philosophes/platon/loisindex.htm ,,
"Plato, Phédon",,Phédon,,
,,http://remacle.org/bloodwolf/philosophes/platon/cousin/phedon.htm ,,
,38,PLINY the ELDER (23 - 79 AD),,
"Pliny, Hist Nat",,Histoire Naturelle,,
,,http://remacle.org/bloodwolf/erudits/plineancien/index.htm ,,
,39,PLINY the YOUNGER (61-114 AD),,
"PlinyYoung, Panégyrique",,Panégyrique de Trajan,,
,,http://agoraclass.fltr.ucl.ac.be/concordances/intro.htm#pj ,,
"PlinyYoung, Lettres",,Lettres,,
,,http://agoraclass.fltr.ucl.ac.be/concordances/Pline_le_jeune_panegyricus/lecture/default.htm ,,
,40,PLUTARCH (46 – 125 AD) ,,
"Plutarch, ""name""",,Vies des Hommes Illustres,,
,,http://remacle.org/bloodwolf/historiens/Plutarque/index.htm ,,
,41,POLYBIUS (ca. 210 – 126 BC) ,,
"Polybius, Hist",,Histoire Générale,,
,,http://remacle.org/bloodwolf/historiens/polybe/index.htm ,,
,42,POLYAENUS (2nd century AD),,
"Polyaenus, Stratagèmes",,Ruses de guerre - Stratagèmes,,
,,http://remacle.org/bloodwolf/erudits/polyen/index.htm ,,
,43,POSEIDIPPOS of PELLA (310 - 240 BC),,
"Poseidippos, Epigramme",,Epigrammes,,
,,http://www.uni-koeln.de/phil-fak/ifa/zpe/downloads/1996/113pdf/113085.pdf ,,
,44,PROCOPIUS of CAESAREA (ca. 500 - 560 AD),,
"Procopius, Guerre ""peuple""",,Histoire des guerres de Justinien,,
,,http://remacle.org/bloodwolf/historiens/procope/index.htm ,,
"Procopius, Hist Secrète",,Histoire des guerres de Justinien,,
,,http://remacle.org/bloodwolf/historiens/procope/index.htm ,,
"Procopius, Edifices",,Des Edifices,,
,,http://remacle.org/bloodwolf/historiens/procope/index.htm ,,
,45,Claudius PTOLEMY of ALEXANDRIA (85 - 165 AD),,
"Ptol, Geogr",,Géographie,,
,,http://openlibrary.org/books/OL3386078M/Claudii_Ptolemaei_Geographicae_enarrationis_libri_octo,,
,46,QUINTUS-CURTIUS (1st century AD),,
"Quintus, Hist",,Histoires,,
,,http://remacle.org/bloodwolf/historiens/quintecurce/index.htm ,,
,47,RUTILIUS NAMATIANUS (5th century AD),,
"Rutilius, Reditu",,Retour à Rome (De reditu suo),,
,,http://remacle.org/bloodwolf/poetes/rutilius/oeuvre.htm ,,
,48,SCYLAX of CARYANDA (6th century BC),,
"Scylax, Peripl",,"Périple en Europe, Asie et Libye (by Pseudo-Scylax, probably around 330 BC, see note below)",,
,,http://remacle.org/bloodwolf/erudits/skylax/voyage.htm ,,
,49,SCYMNOS (2nd century BC),,
"Scymnos, Periodos",,Orbis Descriptio (Circuit de la terre ou Periodos),,
,,http://gallica.bnf.fr/ark:/12148/bpt6k28215w.r=.langFR ,,
,50,SENECA (4 BC - 65 AD) ,,
"Seneca, Lucilius",,124 Lettres à Lucilius ,,
,,http://remacle.org/bloodwolf/philosophes/seneque/lucilius1.htm ,,
,51,SOLINUS (3rd century AD) ,,
"Solinus, Polyhistor",,Polyhistor ,,
,,http://remacle.org/bloodwolf/erudits/solin/index.htm ,,
,52,STATIUS (ca. 40 - 96 AD),,
"Statius, Silves",,Les Silves ,,
,,http://agoraclass.fltr.ucl.ac.be/concordances/intro.htm#stace ,,
,53,STRABO (ca. 65 av J-C. - 25 AD),,
"Strabo, Geogr",,Géographie,,
,,http://remacle.org/bloodwolf/erudits/strabon/index.htm ,,
,54,SUETONIUS (ca. 70 - 130 AD),,
"Suetonius, ""name""",,La Vie des Douze Césars,,
,,http://remacle.org/bloodwolf/historiens/suetone/table.htm ,,
,55,SYNESIUS of CYRENE (370 - 414 AD),,
"Synesius, Lettres",,Lettres,,
,,http://remacle.org/bloodwolf/philosophes/synesius/lettres.htm#99 ,,
,56,TACITUS (55 - 120 AD) ,,
"Tacitus, Hist",,Histoires,,
,,http://remacle.org/bloodwolf/historiens/tacite/table.htm ,,
"Tacitus, Annales",,Annales,,
,,http://remacle.org/bloodwolf/historiens/tacite/table.htm ,,
,57,ACHILLES TATIUS (ca. 200 AD) (said of Alexandria),,
"Tatius, Amours",,Amours de Clitophon et de Leucippe,,
,,http://www.abebooks.fr/Amours-Leucippe-Clitophon-traduit-grec-Perron/3067235979/bd,,
,58,THEOCRITUS (ca. 315 - 250 BC),,
"Theocritus, Idylles",,Idylles,,
,,http://remacle.org/bloodwolf/poetes/falc/theocrite/oeuvre.htm#vie ,,
,59,THUCYDIDES (ca. 469 – 400 BC),,
"Thucydides, Péloponnèse",,Histoire de la Guerre du Péloponnèse ,,
,,http://remacle.org/bloodwolf/historiens/thucydide/table.htm ,,
,60,TITUS LIVIUS (59 BC - 17 AD),,
"Livy, Hist",,Histoire Romaine,,
,,http://bcs.fltr.ucl.ac.be/liv/intro.html ,,
,61,Marcus Terentius VARRO (116 - 27 BC),,
"Varro, langue latine",,De la langue latine,,
,,http://remacle.org/bloodwolf/erudits/varron/table.htm ,,
,62,VEGETIUS (around 400 AD),,
"Vegetius, Art Militaire",,Traité de l’Art Militaire,,
,,http://remacle.org/bloodwolf/erudits/vegece/table.htm ,,
,63,VELLEIUS PATERCULUS (19 BC - 31 AD),,
"Velleius, Hist",,Histoire Romaine,,
,,http://remacle.org/bloodwolf/historiens/velleius/index.htm ,,
,64,VERGILIUS (70 - 19 BC),,
"Virgil, Enéïde",,Enéide,,
,,http://remacle.org/bloodwolf/poetes/virgile/eneide1.htm ,,
"Virgil, Géorgiques",,Géorgiques,,
,,http://remacle.org/bloodwolf/poetes/virgile/georgiques1.htm ,,
,65,VITRUVIUS (ca. 90 - 20 BC),,
"Vitruvius, Architectura",,De Architectura,,
,,http://remacle.org/bloodwolf/erudits/Vitruve/index.htm ,,
,66,XENOPHON (430 - 355 BC),,
"Xenophon, Helléniques",,Helléniques (Histoire grecque),,
,,http://remacle.org/bloodwolf/historiens/xenophon/histoire1.htm ,,
"Xenophon, Anabase",,Anabase (Retraite des dix mille) ,,
,,http://remacle.org/bloodwolf/historiens/xenophon/index.htm ,,
,,,,
,,,,
"Note about Scylax, Skylax ",NB:,"The ""real"" Scylax performed a periplus around the Persian empire around 515 BC. His text was lost but is mentioned by Herodotus. Another sailor, ""Pseudo-Scylax"", performed a periplus around the Mediterranean Sea around 330 BC and this text was preserved.",,